label,session_id,user_id,handedness,norm_x0,norm_y0,norm_z0,norm_x1,norm_y1,norm_z1,norm_x2,norm_y2,norm_z2,norm_x3,norm_y3,norm_z3,norm_x4,norm_y4,norm_z4,norm_x5,norm_y5,norm_z5,norm_x6,norm_y6,norm_z6,norm_x7,norm_y7,norm_z7,norm_x8,norm_y8,norm_z8,norm_x9,norm_y9,norm_z9,norm_x10,norm_y10,norm_z10,norm_x11,norm_y11,norm_z11,norm_x12,norm_y12,norm_z12,norm_x13,norm_y13,norm_z13,norm_x14,norm_y14,norm_z14,norm_x15,norm_y15,norm_z15,norm_x16,norm_y16,norm_z16,norm_x17,norm_y17,norm_z17,norm_x18,norm_y18,norm_z18,norm_x19,norm_y19,norm_z19,norm_x20,norm_y20,norm_z20,thumb_mcp_angle,thumb_ip_angle,index_pip_angle,index_dip_angle,middle_pip_angle,middle_dip_angle,ring_pip_angle,ring_dip_angle,pinky_pip_angle,pinky_dip_angle
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.14771378936036317,-0.023351993473201237,-0.07052906140423036,-0.28716212675972347,-0.09900562777020197,-0.11866807079691337,-0.41117847867925705,-0.16853290184065187,-0.15908091596589272,-0.5163063910555613,-0.2059440057034544,-0.201407393762299,-0.1950629423390652,-0.4056727370698945,-0.09856586932267353,-0.2733414635894371,-0.5907794539627863,-0.14960243990171915,-0.3228277407616855,-0.7117413391644852,-0.18894905357297448,-0.35658530854700693,-0.8174130423702213,-0.21941617855883153,-0.09733462338651458,-0.4609019850693076,-0.10468271976817874,-0.14834949245782977,-0.6874702230109382,-0.14758044027427614,-0.18292621310699056,-0.830937543787952,-0.18569962463215664,-0.20794930465630276,-0.9539283852795827,-0.21628158139529197,0.0012534172495074398,-0.4571229948359668,-0.11699157369486399,0.008448714342527537,-0.6727755032162943,-0.17328992252248887,0.01429671437709966,-0.8139184554902129,-0.2180030391493527,0.016812918118523777,-0.9393133040454172,-0.24978315805488702,0.09441001436847192,-0.4064561931201547,-0.13286787207284256,0.15891143942576022,-0.5557116913189575,-0.19473947961294175,0.20422334433499822,-0.6501193633768271,-0.22630013572659283,0.23867030097679112,-0.7366141480655533,-0.24609938274753007,0.9929581471883628,0.9421188988749704,0.9856170942975345,0.9745833363963158,0.9771954519692214,0.9881145337300166,0.9834798490999925,0.9803023923558785,0.9744837500395728,0.966136815310694
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.16827911000699047,-0.04603215299459481,-0.052651186989741125,-0.31126441571811375,-0.11763675052259448,-0.08713906452746363,-0.432285798930841,-0.15920028374244927,-0.12046838081451064,-0.5357442844815945,-0.1679848050706325,-0.155680911223245,-0.23137153034353256,-0.4492178272914486,-0.041489767979097716,-0.3241943905585567,-0.6250813210742346,-0.07657466068412014,-0.3774180002694693,-0.7338662071743602,-0.10991879799247871,-0.4160260933993463,-0.8327765909737225,-0.13747598756926596,-0.13945369684363412,-0.5039070181649845,-0.05218297430480336,-0.19912451378607499,-0.7098871294656598,-0.08255402355260803,-0.24017418444205438,-0.8386698420714044,-0.11764265299346251,-0.2735848715359963,-0.9505663115616463,-0.146884326565906,-0.044852918496903094,-0.5066984070522038,-0.07135231579286831,-0.04942932751754524,-0.7119026372576099,-0.11514128769404894,-0.05821747539979621,-0.8411654149580706,-0.1529031722825863,-0.07096279819562362,-0.9592692857921119,-0.18034725870438617,0.04789438850837655,-0.4693207231274186,-0.09459270347379631,0.09256940438073466,-0.6287499330953937,-0.13901896040307068,0.1188788452907936,-0.7319793916830084,-0.161168076410752,0.13646994948440544,-0.8326169218571292,-0.1762960955978875,0.9565315576060878,0.921549664266348,0.9685936626630026,0.9740899420432098,0.9629932421747978,0.9936917923122712,0.9727244152776924,0.9782531834678061,0.9803881565272904,0.9697457671874643
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.1604408258177322,-0.036656114100129,-0.0538428229879308,-0.30117134922620337,-0.11048119371336114,-0.08657158992148446,-0.41857267340591114,-0.15648962423430615,-0.11795611285560396,-0.5172356791911094,-0.1601336986550049,-0.15076061045208788,-0.23292491374445506,-0.4563995212292532,-0.039492171517822486,-0.3247788870835167,-0.6327102491040185,-0.07715449929876927,-0.37528367113834954,-0.743152761316131,-0.11245088690599772,-0.41341690415188853,-0.8428650151889069,-0.14060794062899815,-0.14388197753385665,-0.51139249712014,-0.0487669147105909,-0.20953056932752742,-0.714213161531585,-0.07779492052212734,-0.25105516091792973,-0.8405066802336245,-0.10993510537977619,-0.28496394859753427,-0.9488018250132492,-0.13627415327650869,-0.04835336050584586,-0.5126890693844995,-0.06726342425746132,-0.05041416447646012,-0.7116372802304056,-0.10596173118390168,-0.057668380440803226,-0.8419330976907942,-0.14002654332042896,-0.06897109531971822,-0.9549453080996666,-0.1648048767319994,0.0441370768697454,-0.47183596293405894,-0.09090842554445253,0.08341265079100273,-0.6220641304496229,-0.1278784867714836,0.10410764967770163,-0.7258801354580638,-0.14659788486646944,0.11863032747897045,-0.8265441916927657,-0.15994493192582515,0.9635785460728292,0.8943068717998739,0.9656596619736724,0.9789255252525453,0.9675414178634194,0.9947228416855297,0.9754562154961998,0.9812236649059992,0.9737932009463153,0.9779986562545856
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.15893361690521224,-0.03888605478495491,-0.05211565888095021,-0.2977912881141596,-0.11336403672957736,-0.0855509259635494,-0.4136135290898875,-0.15690850318822105,-0.11820614738835997,-0.513552101586373,-0.16104182925646635,-0.15258149832202875,-0.22639484793575979,-0.4627919363069189,-0.03755216801691614,-0.3148881477720931,-0.6368191980872792,-0.07443519437999349,-0.3629254640960438,-0.7453978777589435,-0.11017085162596772,-0.39982824777043663,-0.844506294899141,-0.13919235308026495,-0.13723118652867128,-0.5169264927160487,-0.04820616142816996,-0.19983862633191288,-0.7186379667380528,-0.07576198627987735,-0.23924233672677708,-0.8449225212936998,-0.10820523897518648,-0.2716708944062477,-0.9527650448288925,-0.1357707423737081,-0.041907423363661135,-0.5162325702384024,-0.06791684585549267,-0.04493221365083702,-0.7118714893577586,-0.10357977346590544,-0.05243690019268477,-0.841224192135047,-0.13723132307475547,-0.06389893922433837,-0.9542235236233088,-0.16330755230263413,0.049719379326084,-0.4721212244494359,-0.09291729605070502,0.08945411557461272,-0.618560619522348,-0.12740168339087568,0.1103126548794373,-0.7214822374626797,-0.14609638314103923,0.12492432767585965,-0.8223175419859629,-0.16055181828465975,0.9560599284140932,0.900366661888911,0.9624743854561143,0.9800295757909292,0.9647405673634132,0.9967974526005056,0.9730480391895867,0.9838831178915936,0.9747448973943401,0.9791148957447354
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.157945388210736,-0.03882321919707399,-0.05363168865181365,-0.296535844833964,-0.11279382297394858,-0.0886374208465689,-0.4132647689932646,-0.15667118075040087,-0.12245793444439347,-0.5124666883386458,-0.1621534015730127,-0.15793476300919612,-0.2249856309261914,-0.46015473606274576,-0.041715063731447,-0.31247586533906546,-0.6336543151884555,-0.08032143958365892,-0.3596589693271542,-0.7419658967966353,-0.11687880543181463,-0.3964057167323688,-0.8415337621306823,-0.14640401641327427,-0.13541721902035225,-0.5143953976804274,-0.05179890672186321,-0.197472087278151,-0.7146262371927496,-0.08148075589094035,-0.2374384673563188,-0.8419474677503099,-0.11469595880885132,-0.27144727208085245,-0.9518275146267303,-0.14262103939939916,-0.04045991250954594,-0.5124951491799538,-0.0708314973511166,-0.043276366175410017,-0.7067303031025072,-0.10782911074646391,-0.05048846032518668,-0.8369306109236723,-0.1412748757195589,-0.061815485291181846,-0.9509183272030323,-0.16698506687351344,0.05007460850260713,-0.4676323347732163,-0.09522837175509646,0.09015332118216987,-0.61257535839186,-0.13002877408745372,0.11042465287233734,-0.7153866874800238,-0.14851959749477325,0.12457973027171589,-0.8162648236692138,-0.16280093332671752,0.9570819987305449,0.9043370137764899,0.9626413568998432,0.9802569697214912,0.9671033584772317,0.9977839695923273,0.9763069207968851,0.98338919595478,0.9711820115927283,0.9792973897694559
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.15612728248770988,-0.03796751280452666,-0.051937768906854816,-0.29306297454910674,-0.11365464875264174,-0.08566204206463954,-0.41000368700756246,-0.15685390239654054,-0.11851291949662096,-0.5094048255608622,-0.15838008512732688,-0.15324842190944196,-0.22343179561077917,-0.4586229478276967,-0.03969031293279903,-0.3112925031670538,-0.6315940857583278,-0.07678235033932285,-0.35859104197185704,-0.7402326257095999,-0.11249689703654871,-0.3960274179999381,-0.840219341832408,-0.141781636131146,-0.1341506386433408,-0.5127061462504972,-0.050270089759846676,-0.19778558076569408,-0.7131652833651811,-0.0787781757256544,-0.23807365659195046,-0.8412954677579113,-0.11172539011261941,-0.27276416301121714,-0.9518888390330342,-0.13966871339398884,-0.03897224573272189,-0.5104390068895753,-0.06949646853101482,-0.0423147360612387,-0.7046415697659438,-0.10550234491255786,-0.04922067659189489,-0.8363339450542122,-0.1390001063498297,-0.06101185490714552,-0.9521456891447879,-0.16498304040609932,0.05169937946180036,-0.46605416451561654,-0.09389733207171591,0.0907381747049031,-0.6115423404885989,-0.12785397151483702,0.11100845810479087,-0.7144782073665593,-0.1459299373797547,0.12482266403982835,-0.8159556518958461,-0.16020638148969724,0.9510639005714895,0.8940519913238089,0.9621973298007055,0.9821063417551292,0.9663049897674649,0.998716013559378,0.9764683243969116,0.982197372939067,0.9733270890853257,0.9787782594426744
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.15466709110381252,-0.039301004625645466,-0.05174890937381558,-0.2911266536388359,-0.11561890509826858,-0.08618078916090324,-0.4065221994022486,-0.16107786621849993,-0.11978504413474618,-0.505393162780884,-0.16645558629926313,-0.15527868968539515,-0.2204122472773436,-0.46028467056725775,-0.041424537636713915,-0.3084262084012198,-0.6318908023935194,-0.07992057634812484,-0.3553566366725259,-0.7404914915741132,-0.11634893242123506,-0.39157291607556,-0.840412702618718,-0.14591479025349777,-0.13177824063990776,-0.5142145284251555,-0.052527884109233224,-0.19454998905392873,-0.7142309051790463,-0.08209814876080528,-0.23532661410692937,-0.8421731605286634,-0.11494895233079178,-0.27080708749356075,-0.9520065034741999,-0.14264339699433473,-0.03664445321121381,-0.5114087488280851,-0.07228584037233805,-0.040563117675833746,-0.7069387179085853,-0.10872740482989862,-0.04856136191399024,-0.8378341458693225,-0.14137438998845994,-0.06119784987932905,-0.9529722367972507,-0.16681220510826103,0.05472202286754951,-0.46527690865649257,-0.09726599221501964,0.09523723298442607,-0.6103283924682416,-0.13152778085024533,0.1149785278484983,-0.7139415280688937,-0.14956941983736313,0.12813166406557486,-0.8160630579579015,-0.16379866510934205,0.9556807836991326,0.8993690481551061,0.9617639030912288,0.9796569253853245,0.9682041660394717,0.9981376510330664,0.9771001184234278,0.9826144011350144,0.9685729677262929,0.9784911868279355
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.1486746206907667,-0.04915576044879731,-0.045676658318179346,-0.28577826292082414,-0.14170594944779194,-0.07357682472161378,-0.39290634714697364,-0.20474719080920845,-0.10094242628035505,-0.4806693582366123,-0.2198935502320154,-0.13064246368454493,-0.21155481317381958,-0.45556835674481494,-0.041729121437943405,-0.293982504993101,-0.6304291895389946,-0.08170958937131312,-0.3416211945939566,-0.7416262024357269,-0.11733154621453382,-0.3789715929465693,-0.841367175922439,-0.14594794275436013,-0.12451014718538148,-0.5048412610801363,-0.05667724335188067,-0.1791742106551356,-0.7115462502481652,-0.09081904237318644,-0.21438515134863098,-0.8440872723055135,-0.12539725509612912,-0.24480929758248096,-0.9574106576399962,-0.1530791966745399,-0.03242795855791705,-0.5009368323353105,-0.07965597052470744,-0.027293279348520848,-0.7069477295963209,-0.12471123959863567,-0.029137193143355642,-0.845885795240881,-0.16360865382501077,-0.03678509761707125,-0.9680313518559329,-0.1914812178406989,0.05611566027964683,-0.45182732550782884,-0.1063878076003977,0.10553072859509494,-0.6029632140271571,-0.1509330885595079,0.1323123901675288,-0.7155340313737868,-0.17577527347959582,0.1509687523768123,-0.8262160713094661,-0.1935912097861335,0.97503773551204,0.8843846008933259,0.9715367259920658,0.9838644401258945,0.9717804789213186,0.9950597339179456,0.9781722262779724,0.9782178333348469,0.9678461446299194,0.9729801672939586
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.13916160904318117,-0.05300837530259278,-0.03171934563188961,-0.25955757186594586,-0.15736560141883416,-0.04980758792202196,-0.3337972392042729,-0.23452926682850808,-0.06842269622748799,-0.38454958159575614,-0.2855146203223996,-0.09034057003966227,-0.1780303366678585,-0.46294713788064157,-0.03549575171422379,-0.2535047201290515,-0.6349497685930738,-0.07230086262720221,-0.2982657160058801,-0.7436965840708311,-0.10488151259350426,-0.33372694752171306,-0.8387102591564158,-0.13144837052255245,-0.09800854736724764,-0.5014545526646469,-0.05650592592256853,-0.14651893460172508,-0.7156120471614296,-0.09172788416261594,-0.1804025353223146,-0.849617071964334,-0.12771765646108116,-0.21346749036977591,-0.9621943957897662,-0.1550933056353847,-0.014878923944285718,-0.4875210712683832,-0.08364000811804728,-0.0071448971035149595,-0.700873512406345,-0.13090807602884316,-0.0062128526938815265,-0.8471024938175106,-0.17284579045614185,-0.012497356301753623,-0.9791971673885241,-0.20252585875328968,0.06529806045932496,-0.43077102310090876,-0.11237627829448425,0.11939828695261957,-0.5825139695306699,-0.16029086099450154,0.15113507871635332,-0.6933148264201364,-0.18668935626606484,0.1721261751406883,-0.8017902810515473,-0.20525746489721572,0.9658324840341708,0.9603026835648307,0.9745419986491154,0.9888397823914422,0.968575122920791,0.985720791047519,0.9783928601527552,0.9750334036113479,0.9717813103240013,0.9668321663640483
open_palm,20260811_001839,labib_109,Right,0.0,0.0,0.0,-0.10779140107185735,-0.10418435192973262,-0.004861910034579568,-0.1502529922153014,-0.2465515744033729,-0.018627736037579064,-0.1609427214486886,-0.3458983030020232,-0.0387402538545095,-0.17702209823994772,-0.40791838957841653,-0.06417535078042577,-0.13056288482866782,-0.48065431464216685,-0.03135536459806644,-0.163174457160925,-0.6744829251304055,-0.07780836555698713,-0.19486944451430274,-0.7971627044270009,-0.11444563123811086,-0.22270670482334132,-0.9003967085763384,-0.1423818790434152,-0.08805522707942544,-0.4762491651876006,-0.0690049754277199,-0.10587200760377143,-0.6937115914162674,-0.11470489516122716,-0.12878876344343032,-0.8439374086937634,-0.1562086424072968,-0.14580909062126235,-0.9716021178916119,-0.1863572740751883,-0.04584949693685031,-0.4230270737160572,-0.10848556429724363,-0.0350620638718174,-0.6336799255563957,-0.15747800506585796,-0.03039310922779029,-0.7796378728334078,-0.1990229506802045,-0.025086875650133598,-0.9109628669249817,-0.23006799199436254,-0.010322407391359756,-0.32769477612573905,-0.1477420628652441,0.021694513360687968,-0.43738948852780113,-0.19851850681466152,0.03414160367899061,-0.5313718553395855,-0.22564753544470456,0.04891750381890892,-0.6234131274851795,-0.24541882856353361,0.9332937514020699,0.9275583884098065,0.9691735690739269,0.9911399838620132,0.9711778672915248,0.9869597943057861,0.9833360172805125,0.985376934867032,0.9364304208938328,0.9762384865130075
